Unique ID,Asset name,Asset id,Organization/Account,Identifier,Source,CVSS,Title,Description,Package Name,Installed Version,Fixed Version,Remediation,Severity,Due date,First detected date,Fixability
457,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-1380,aws,7.1,"A slab-out-of-bound read problem was found in brcmf_get_assoc_ies in drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c in the Linux Kernel. This issue could occur when assoc_info->req_len data is bigger than the size of the buffer, defined as WL_EXTRA_BUF_MAX, leading to a denial of service.","A slab-out-of-bound read problem was found in brcmf_get_assoc_ies in drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c in the Linux Kernel. This issue could occur when assoc_info->req_len data is bigger than the size of the buffer, defined as WL_EXTRA_BUF_MAX, leading to a denial of service.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
458,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-20422,aws,7,"In emulation_proc_handler of armv8_deprecated.c, there is a possible way to corrupt memory due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-237540956References: Upstream kernel","In emulation_proc_handler of armv8_deprecated.c, there is a possible way to corrupt memory due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-237540956References: Upstream kernel",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
459,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-52444,aws,7.8,"In the Linux kernel, the following vulnerability has been resolved:  f2fs: fix to avoid dirent corruption  As Al reported in link[1]:  f2fs_rename() ... 	if (old_dir != new_dir && !whiteout) 		f2fs_set_link(old_inode, old_dir_entry, 					old_dir_page, new_dir); 	else 		f2fs_put_page(old_dir_page, 0);  You want correct inumber in the "".."" link.  And cross-directory rename does move the source to new parent, even if you'd been asked to leave a whiteout in the old place.  [1] https://lore.kernel.org/all/20231017055040.GN800259@ZenIV/  With below testcase, it may cause dirent corruption, due to it missed to call f2fs_set_link() to update "".."" link to new directory. - mkdir -p dir/foo - renameat2 -w dir/foo bar  [ASSERT] (__chk_dots_dentries:1421)  --> Bad inode number[0x4] for '..', parent parent ino is [0x3] [FSCK] other corrupted bugs                           [Fail]","In the Linux kernel, the following vulnerability has been resolved:  f2fs: fix to avoid dirent corruption  As Al reported in link[1]:  f2fs_rename() ... 	if (old_dir != new_dir && !whiteout) 		f2fs_set_link(old_inode, old_dir_entry, 					old_dir_page, new_dir); 	else 		f2fs_put_page(old_dir_page, 0);  You want correct inumber in the "".."" link.  And cross-directory rename does move the source to new parent, even if you'd been asked to leave a whiteout in the old place.  [1] https://lore.kernel.org/all/20231017055040.GN800259@ZenIV/  With below testcase, it may cause dirent corruption, due to it missed to call f2fs_set_link() to update "".."" link to new directory. - mkdir -p dir/foo - renameat2 -w dir/foo bar  [ASSERT] (__chk_dots_dentries:1421)  --> Bad inode number[0x4] for '..', parent parent ino is [0x3] [FSCK] other corrupted bugs                           [Fail]",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
460,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-34319,aws,7.8,"The fix for XSA-423 added logic to Linux'es netback driver to deal with a frontend splitting a packet in a way such that not all of the headers would come in one piece.  Unfortunately the logic introduced there didn't account for the extreme case of the entire packet being split into as many pieces as permitted by the protocol, yet still being smaller than the area that's specially dealt with to keep all (possible) headers together.  Such an unusual packet would therefore trigger a buffer overrun in the driver.","The fix for XSA-423 added logic to Linux'es netback driver to deal with a frontend splitting a packet in a way such that not all of the headers would come in one piece.  Unfortunately the logic introduced there didn't account for the extreme case of the entire packet being split into as many pieces as permitted by the protocol, yet still being smaller than the area that's specially dealt with to keep all (possible) headers together.  Such an unusual packet would therefore trigger a buffer overrun in the driver.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
461,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2020-16119,aws,7.8,"Use-after-free vulnerability in the Linux kernel exploitable by a local attacker due to reuse of a DCCP socket with an attached dccps_hc_tx_ccid object as a listener after being released. Fixed in Ubuntu Linux kernel 5.4.0-51.56, 5.3.0-68.63, 4.15.0-121.123, 4.4.0-193.224, 3.13.0.182.191 and 3.2.0-149.196.","Use-after-free vulnerability in the Linux kernel exploitable by a local attacker due to reuse of a DCCP socket with an attached dccps_hc_tx_ccid object as a listener after being released. Fixed in Ubuntu Linux kernel 5.4.0-51.56, 5.3.0-68.63, 4.15.0-121.123, 4.4.0-193.224, 3.13.0.182.191 and 3.2.0-149.196.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
462,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-0330,aws,7.8,A random memory access flaw was found in the Linux kernel's GPU i915 kernel driver functionality in the way a user may run malicious code on the GPU. This flaw allows a local user to crash the system or escalate their privileges on the system.,A random memory access flaw was found in the Linux kernel's GPU i915 kernel driver functionality in the way a user may run malicious code on the GPU. This flaw allows a local user to crash the system or escalate their privileges on the system.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
463,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-42008,aws,7.8,The decode_data function in drivers/net/hamradio/6pack.c in the Linux kernel before 5.13.13 has a slab out-of-bounds write. Input from a process that has the CAP_NET_ADMIN capability can lead to root access.,The decode_data function in drivers/net/hamradio/6pack.c in the Linux kernel before 5.13.13 has a slab out-of-bounds write. Input from a process that has the CAP_NET_ADMIN capability can lead to root access.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
464,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-3202,aws,7.1,A NULL pointer dereference flaw in diFree in fs/jfs/inode.c in Journaled File System (JFS)in the Linux kernel. This could allow a local attacker to crash the system or leak kernel internal information.,A NULL pointer dereference flaw in diFree in fs/jfs/inode.c in Journaled File System (JFS)in the Linux kernel. This could allow a local attacker to crash the system or leak kernel internal information.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
465,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-40283,aws,7.8,An issue was discovered in l2cap_sock_release in net/bluetooth/l2cap_sock.c in the Linux kernel before 6.4.10. There is a use-after-free because the children of an sk are mishandled.,An issue was discovered in l2cap_sock_release in net/bluetooth/l2cap_sock.c in the Linux kernel before 6.4.10. There is a use-after-free because the children of an sk are mishandled.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
466,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-2007,aws,7.8,The specific flaw exists within the DPT I2O Controller driver. The issue results from the lack of proper locking when performing operations on an object. An attacker can leverage this in conjunction with other vulnerabilities to escalate privileges and execute arbitrary code in the context of the kernel.,The specific flaw exists within the DPT I2O Controller driver. The issue results from the lack of proper locking when performing operations on an object. An attacker can leverage this in conjunction with other vulnerabilities to escalate privileges and execute arbitrary code in the context of the kernel.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
467,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-52445,aws,7.8,"In the Linux kernel, the following vulnerability has been resolved:  media: pvrusb2: fix use after free on context disconnection  Upon module load, a kthread is created targeting the pvr2_context_thread_func function, which may call pvr2_context_destroy and thus call kfree() on the context object. However, that might happen before the usb hub_event handler is able to notify the driver. This patch adds a sanity check before the invalid read reported by syzbot, within the context disconnection call stack.","In the Linux kernel, the following vulnerability has been resolved:  media: pvrusb2: fix use after free on context disconnection  Upon module load, a kthread is created targeting the pvr2_context_thread_func function, which may call pvr2_context_destroy and thus call kfree() on the context object. However, that might happen before the usb hub_event handler is able to notify the driver. This patch adds a sanity check before the invalid read reported by syzbot, within the context disconnection call stack.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
468,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2024-21803,aws,7.8,"Use After Free vulnerability in Linux Linux kernel kernel on Linux, x86, ARM (bluetooth modules) allows Local Execution of Code. This vulnerability is associated with program files https://gitee.Com/anolis/cloud-kernel/blob/devel-5.10/net/bluetooth/af_bluetooth.C.  This issue affects Linux kernel: from v2.6.12-rc2 before v6.8-rc1.","Use After Free vulnerability in Linux Linux kernel kernel on Linux, x86, ARM (bluetooth modules) allows Local Execution of Code. This vulnerability is associated with program files https://gitee.Com/anolis/cloud-kernel/blob/devel-5.10/net/bluetooth/af_bluetooth.C.  This issue affects Linux kernel: from v2.6.12-rc2 before v6.8-rc1.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
469,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-3752,aws,7.1,"A use-after-free flaw was found in the Linux kernel’s Bluetooth subsystem in the way user calls connect to the socket and disconnect simultaneously due to a race condition. This flaw allows a user to crash the system or escalate their privileges. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.","A use-after-free flaw was found in the Linux kernel’s Bluetooth subsystem in the way user calls connect to the socket and disconnect simultaneously due to a race condition. This flaw allows a user to crash the system or escalate their privileges. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
470,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2024-1086,aws,7.8,"A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited to achieve local privilege escalation.  The nft_verdict_init() function allows positive values as drop error within the hook verdict, and hence the nf_hook_slow() function can cause a double free vulnerability when NF_DROP is issued with a drop error which resembles NF_ACCEPT.  We recommend upgrading past commit f342de4e2f33e0e39165d8639387aa6c19dff660.","A use-after-free vulnerability in the Linux kernel's netfilter: nf_tables component can be exploited to achieve local privilege escalation.  The nft_verdict_init() function allows positive values as drop error within the hook verdict, and hence the nf_hook_slow() function can cause a double free vulnerability when NF_DROP is issued with a drop error which resembles NF_ACCEPT.  We recommend upgrading past commit f342de4e2f33e0e39165d8639387aa6c19dff660.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
471,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-1011,aws,7.8,"A use-after-free flaw was found in the Linux kernel’s FUSE filesystem in the way a user triggers write(). This flaw allows a local user to gain unauthorized access to data from the FUSE filesystem, resulting in privilege escalation.","A use-after-free flaw was found in the Linux kernel’s FUSE filesystem in the way a user triggers write(). This flaw allows a local user to gain unauthorized access to data from the FUSE filesystem, resulting in privilege escalation.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
472,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-23042,aws,7,"Linux PV device frontends vulnerable to attacks by backends T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Several Linux PV device frontends are using the grant table interfaces for removing access rights of the backends in ways being subject to race conditions, resulting in potential data leaks, data corruption by malicious backends, and denial of service triggered by malicious backends: blkfront, netfront, scsifront and the gntalloc driver are testing whether a grant reference is still in use. If this is not the case, they assume that a following removal of the granted access will always succeed, which is not true in case the backend has mapped the granted page between those two operations. As a result the backend can keep access to the memory page of the guest no matter how the page will be used after the frontend I/O has finished. The xenbus driver has a similar problem, as it doesn't check the success of removing the granted access of a shared ring buffer. blkfront: CVE-2022-23036 netfront: CVE-2022-23037 scsifront: CVE-2022-23038 gntalloc: CVE-2022-23039 xenbus: CVE-2022-23040 blkfront, netfront, scsifront, usbfront, dmabuf, xenbus, 9p, kbdfront, and pvcalls are using a functionality to delay freeing a grant reference until it is no longer in use, but the freeing of the related data page is not synchronized with dropping the granted access. As a result the backend can keep access to the memory page even after it has been freed and then re-used for a different purpose. CVE-2022-23041 netfront will fail a BUG_ON() assertion if it fails to revoke access in the rx path. This will result in a Denial of Service (DoS) situation of the guest which can be triggered by the backend. CVE-2022-23042","Linux PV device frontends vulnerable to attacks by backends T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Several Linux PV device frontends are using the grant table interfaces for removing access rights of the backends in ways being subject to race conditions, resulting in potential data leaks, data corruption by malicious backends, and denial of service triggered by malicious backends: blkfront, netfront, scsifront and the gntalloc driver are testing whether a grant reference is still in use. If this is not the case, they assume that a following removal of the granted access will always succeed, which is not true in case the backend has mapped the granted page between those two operations. As a result the backend can keep access to the memory page of the guest no matter how the page will be used after the frontend I/O has finished. The xenbus driver has a similar problem, as it doesn't check the success of removing the granted access of a shared ring buffer. blkfront: CVE-2022-23036 netfront: CVE-2022-23037 scsifront: CVE-2022-23038 gntalloc: CVE-2022-23039 xenbus: CVE-2022-23040 blkfront, netfront, scsifront, usbfront, dmabuf, xenbus, 9p, kbdfront, and pvcalls are using a functionality to delay freeing a grant reference until it is no longer in use, but the freeing of the related data page is not synchronized with dropping the granted access. As a result the backend can keep access to the memory page even after it has been freed and then re-used for a different purpose. CVE-2022-23041 netfront will fail a BUG_ON() assertion if it fails to revoke access in the rx path. This will result in a Denial of Service (DoS) situation of the guest which can be triggered by the backend. CVE-2022-23042",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
473,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-41864,aws,7.8,prealloc_elems_and_freelist in kernel/bpf/stackmap.c in the Linux kernel before 5.14.12 allows unprivileged users to trigger an eBPF multiplication integer overflow with a resultant out-of-bounds write.,prealloc_elems_and_freelist in kernel/bpf/stackmap.c in the Linux kernel before 5.14.12 allows unprivileged users to trigger an eBPF multiplication integer overflow with a resultant out-of-bounds write.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
474,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-0850,aws,7.1,"A vulnerability was found in linux kernel, where an information leak occurs via ext4_extent_header to userspace.","A vulnerability was found in linux kernel, where an information leak occurs via ext4_extent_header to userspace.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
475,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-51042,aws,7.8,"In the Linux kernel before 6.4.12, amdgpu_cs_wait_all_fences in drivers/gpu/drm/amd/amdgpu/amdgpu_cs.c has a fence use-after-free.","In the Linux kernel before 6.4.12, amdgpu_cs_wait_all_fences in drivers/gpu/drm/amd/amdgpu/amdgpu_cs.c has a fence use-after-free.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
476,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-31436,aws,7.8,qfq_change_class in net/sched/sch_qfq.c in the Linux kernel before 6.2.13 allows an out-of-bounds write because lmax can exceed QFQ_MIN_LMAX.,qfq_change_class in net/sched/sch_qfq.c in the Linux kernel before 6.2.13 allows an out-of-bounds write because lmax can exceed QFQ_MIN_LMAX.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
477,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-32233,aws,7.8,"In the Linux kernel through 6.3.1, a use-after-free in Netfilter nf_tables when processing batch requests can be abused to perform arbitrary read and write operations on kernel memory. Unprivileged local users can obtain root privileges. This occurs because anonymous sets are mishandled.","In the Linux kernel through 6.3.1, a use-after-free in Netfilter nf_tables when processing batch requests can be abused to perform arbitrary read and write operations on kernel memory. Unprivileged local users can obtain root privileges. This occurs because anonymous sets are mishandled.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
478,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-27223,aws,8.8,"In drivers/usb/gadget/udc/udc-xilinx.c in the Linux kernel before 5.16.12, the endpoint index is not validated and might be manipulated by the host for out-of-array access.","In drivers/usb/gadget/udc/udc-xilinx.c in the Linux kernel before 5.16.12, the endpoint index is not validated and might be manipulated by the host for out-of-array access.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
479,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-35039,aws,7.8,"kernel/module.c in the Linux kernel before 5.12.14 mishandles Signature Verification, aka CID-0c18f29aae7c. Without CONFIG_MODULE_SIG, verification that a kernel module is signed, for loading via init_module, does not occur for a module.sig_enforce=1 command-line argument.","kernel/module.c in the Linux kernel before 5.12.14 mishandles Signature Verification, aka CID-0c18f29aae7c. Without CONFIG_MODULE_SIG, verification that a kernel module is signed, for loading via init_module, does not occur for a module.sig_enforce=1 command-line argument.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
480,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-6270,aws,7,"A flaw was found in the ATA over Ethernet (AoE) driver in the Linux kernel. The aoecmd_cfg_pkts() function improperly updates the refcnt on `struct net_device`, and a use-after-free can be triggered by racing between the free on the struct and the access through the `skbtxq` global queue. This could lead to a denial of service condition or potential code execution.","A flaw was found in the ATA over Ethernet (AoE) driver in the Linux kernel. The aoecmd_cfg_pkts() function improperly updates the refcnt on `struct net_device`, and a use-after-free can be triggered by racing between the free on the struct and the access through the `skbtxq` global queue. This could lead to a denial of service condition or potential code execution.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
481,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-21255,aws,7.8,"In multiple functions of binder.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.","In multiple functions of binder.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
482,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-22942,aws,7.8,The vmwgfx driver contains a local privilege escalation vulnerability that allows unprivileged users to gain access to files opened by other processes on the system through a dangling 'file' pointer.,The vmwgfx driver contains a local privilege escalation vulnerability that allows unprivileged users to gain access to files opened by other processes on the system through a dangling 'file' pointer.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
483,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-44733,aws,7,A use-after-free exists in drivers/tee/tee_shm.c in the TEE subsystem in the Linux kernel through 5.15.11. This occurs because of a race condition in tee_shm_get_from_id during an attempt to free a shared memory object.,A use-after-free exists in drivers/tee/tee_shm.c in the TEE subsystem in the Linux kernel through 5.15.11. This occurs because of a race condition in tee_shm_get_from_id during an attempt to free a shared memory object.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
484,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-1012,aws,8.2,A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to the small table perturb size. This flaw may allow an attacker to information leak and may cause a denial of service problem.,A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to the small table perturb size. This flaw may allow an attacker to information leak and may cause a denial of service problem.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
485,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-1678,aws,7.5,"An issue was discovered in the Linux Kernel from 4.18 to 4.19, an improper update of sock reference in TCP pacing can lead to memory/netns leak, which can be used by remote clients.","An issue was discovered in the Linux Kernel from 4.18 to 4.19, an improper update of sock reference in TCP pacing can lead to memory/netns leak, which can be used by remote clients.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
486,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-4128,aws,7.8,"A use-after-free flaw was found in net/sched/cls_fw.c in classifiers (cls_fw, cls_u32, and cls_route) in the Linux Kernel. This flaw allows a local attacker to perform a local privilege escalation due to incorrect handling of the existing filter, leading to a kernel information leak issue.","A use-after-free flaw was found in net/sched/cls_fw.c in classifiers (cls_fw, cls_u32, and cls_route) in the Linux Kernel. This flaw allows a local attacker to perform a local privilege escalation due to incorrect handling of the existing filter, leading to a kernel information leak issue.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
487,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-33909,aws,7.8,"fs/seq_file.c in the Linux kernel 3.16 through 5.13.x before 5.13.4 does not properly restrict seq buffer allocations, leading to an integer overflow, an Out-of-bounds Write, and escalation to root by an unprivileged user, aka CID-8cae8cd89f05.","fs/seq_file.c in the Linux kernel 3.16 through 5.13.x before 5.13.4 does not properly restrict seq buffer allocations, leading to an integer overflow, an Out-of-bounds Write, and escalation to root by an unprivileged user, aka CID-8cae8cd89f05.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
488,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2022-0435,aws,8.8,A stack overflow flaw was found in the Linux kernel's TIPC protocol functionality in the way a user sends a packet with malicious content where the number of domain member nodes is higher than the 64 allowed. This flaw allows a remote user to crash the system or possibly escalate their privileges if they have access to the TIPC network.,A stack overflow flaw was found in the Linux kernel's TIPC protocol functionality in the way a user sends a packet with malicious content where the number of domain member nodes is higher than the 64 allowed. This flaw allows a remote user to crash the system or possibly escalate their privileges if they have access to the TIPC network.,linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
489,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-42252,aws,7.8,"An issue was discovered in aspeed_lpc_ctrl_mmap in drivers/soc/aspeed/aspeed-lpc-ctrl.c in the Linux kernel before 5.14.6. Local attackers able to access the Aspeed LPC control interface could overwrite memory in the kernel and potentially execute privileges, aka CID-b49a0e69a7b1. This occurs because a certain comparison uses values that are not memory sizes.","An issue was discovered in aspeed_lpc_ctrl_mmap in drivers/soc/aspeed/aspeed-lpc-ctrl.c in the Linux kernel before 5.14.6. Local attackers able to access the Aspeed LPC control interface could overwrite memory in the kernel and potentially execute privileges, aka CID-b49a0e69a7b1. This occurs because a certain comparison uses values that are not memory sizes.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
490,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2021-3609,aws,7,".A flaw was found in the CAN BCM networking protocol in the Linux kernel, where a local attacker can abuse a flaw in the CAN subsystem to corrupt memory, crash the system or escalate privileges. This race condition in net/can/bcm.c in the Linux kernel allows for local privilege escalation to root.",".A flaw was found in the CAN BCM networking protocol in the Linux kernel, where a local attacker can abuse a flaw in the CAN subsystem to corrupt memory, crash the system or escalate privileges. This race condition in net/can/bcm.c in the Linux kernel allows for local privilege escalation to root.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
491,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-51043,aws,7,"In the Linux kernel before 6.4.5, drivers/gpu/drm/drm_atomic.c has a use-after-free during a race condition between a nonblocking atomic commit and a driver unload.","In the Linux kernel before 6.4.5, drivers/gpu/drm/drm_atomic.c has a use-after-free during a race condition between a nonblocking atomic commit and a driver unload.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
492,match-v1,arn:aws:ecr:us-west-2:253710526682:repository/match-v1,253710526682: us-west-2,CVE-2023-52439,aws,7.8,"In the Linux kernel, the following vulnerability has been resolved:  uio: Fix use-after-free in uio_open  core-1				core-2 ------------------------------------------------------- uio_unregister_device		uio_open 				idev = idr_find() device_unregister(&idev->dev) put_device(&idev->dev) uio_device_release 				get_device(&idev->dev) kfree(idev) uio_free_minor(minor) 				uio_release 				put_device(&idev->dev) 				kfree(idev) -------------------------------------------------------  In the core-1 uio_unregister_device(), the device_unregister will kfree idev when the idev->dev kobject ref is 1. But after core-1 device_unregister, put_device and before doing kfree, the core-2 may get_device. Then: 1. After core-1 kfree idev, the core-2 will do use-after-free for idev. 2. When core-2 do uio_release and put_device, the idev will be double    freed.  To address this issue, we can get idev atomic & inc idev reference with minor_lock.","In the Linux kernel, the following vulnerability has been resolved:  uio: Fix use-after-free in uio_open  core-1				core-2 ------------------------------------------------------- uio_unregister_device		uio_open 				idev = idr_find() device_unregister(&idev->dev) put_device(&idev->dev) uio_device_release 				get_device(&idev->dev) kfree(idev) uio_free_minor(minor) 				uio_release 				put_device(&idev->dev) 				kfree(idev) -------------------------------------------------------  In the core-1 uio_unregister_device(), the device_unregister will kfree idev when the idev->dev kobject ref is 1. But after core-1 device_unregister, put_device and before doing kfree, the core-2 may get_device. Then: 1. After core-1 kfree idev, the core-2 will do use-after-free for idev. 2. When core-2 do uio_release and put_device, the idev will be double    freed.  To address this issue, we can get idev atomic & inc idev reference with minor_lock.",linux,4.19.181-1,,,High,2/5/2025,4/6/2024,Fixable
